900800,49
901000,49
901200,49
901400,50
901600,46
901800,49
902000,45
902200,46
902400,49
902600,47
902800,46
903000,46
903200,46
903400,46
903600,46
903800,48
904000,44
904200,45
904400,45
904600,46
904800,48
905000,46
905200,46
905400,48
905600,45
905800,46
906000,43
906200,45
906400,47
906600,45
906800,52
907000,42
907200,43
907400,42
907600,47
907800,44
908000,43
908200,46
908400,48
908600,45
908800,47
909000,49
909200,48
909400,49
909600,49
909800,52
910000,46
910200,43
910400,46
910600,46
910800,52
911000,52
911200,49
911400,48
911600,51
911800,50
912000,56
912200,50
912400,51
912600,54
912800,54
913000,53
913200,52
913400,52
913600,51
913800,49
914000,49
914200,51
914400,51
914600,50
914800,50
915000,51
915200,56
915400,51
915600,52
915800,51
916000,49
916200,48
916400,48
916600,48
916800,50
917000,52
917200,51
917400,48
917600,48
917800,48
918000,45
918200,48
918400,43
918600,46
918800,47
919000,48
919200,49
919400,50
919600,68
919800,61
920000,69
