900800,25
901000,25
901200,25
901400,25
901600,25
901800,25
902000,25
902200,24
902400,24
902600,25
902800,24
903000,25
903200,25
903400,25
903600,24
903800,24
904000,24
904200,24
904400,24
904600,24
904800,24
905000,24
905200,23
905400,22
905600,23
905800,24
906000,23
906200,22
906400,23
906600,23
906800,22
907000,23
907200,24
907400,24
907600,24
907800,24
908000,25
908200,24
908400,24
908600,25
908800,24
909000,25
909200,25
909400,25
909600,25
909800,25
910000,27
910200,26
910400,25
910600,26
910800,26
911000,26
911200,27
911400,28
911600,27
911800,27
912000,28
912200,28
912400,27
912600,28
912800,28
913000,28
913200,28
913400,28
913600,28
913800,26
914000,26
914200,26
914400,26
914600,28
914800,25
915000,25
915200,26
915400,25
915600,24
915800,24
916000,24
916200,24
916400,23
916600,24
916800,24
917000,23
917200,24
917400,23
917600,23
917800,23
918000,24
918200,24
918400,23
918600,24
918800,24
919000,24
919200,24
919400,33
919600,34
